"district","school","pga","soil","building","type","built"
"Bainbridge Island","Woodward Middle",57.39,"Very Dense Soil and Soft Rock","Portable D","Portable",1995
"Bainbridge Island","Woodward Middle",57.39,"Very Dense Soil and Soft Rock","Portable A","Portable",1995
"Bainbridge Island","Woodward Middle",57.39,"Very Dense Soil and Soft Rock","Portable B","Portable",1995
"Bainbridge Island","Woodward Middle",57.39,"Very Dense Soil and Soft Rock","Portable C","Portable",1995
"Battle Ground","Amboy Middle",36.29,"Rock","Gym","Permanent",1973
"Battle Ground","Amboy Middle",36.29,"Rock","Covered Play","Permanent",1979
"Battle Ground","Amboy Middle",36.29,"Rock","Main Building","Permanent",2008
"Battle Ground","Amboy Middle",36.29,"Rock","Upper Building","Permanent",1969
"Battle Ground","Amboy Middle",36.29,"Rock","Portable D","Portable",1999
"Battle Ground","Amboy Middle",36.29,"Rock","Portable E","Portable",2000
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Warehouse Building","Permanent",1979
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Welding ESL Building","Permanent",1957
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Operations Building","Portable",1995
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Portable 1/2","Portable",1999
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Portable 3/4","Portable",1993
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Portable 5","Portable",1993
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Portable 6/7","Portable",2005
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Portable8/9","Portable",2005
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Auto Shop","Permanent",2000
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Main Building","Permanent",1950
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Maintenance Building","Permanent",1957
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Music and Gymnasium Building","Permanent",1955
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Restroom Building","Permanent",2000
"Battle Ground","Battle Ground High",38.1,"Very Dense Soil and Soft Rock","Stadium","Permanent",1967
"Battle Ground","Captain Strong Primary",37.75,"Rock - Very Dense Soil/Soft Rock","Classroom Wing/ Gym Addition","Permanent",2007
"Battle Ground","Captain Strong Primary",37.75,"Rock - Very Dense Soil/Soft Rock","Covered Play","Permanent",2007
"Battle Ground","Captain Strong Primary",37.75,"Rock - Very Dense Soil/Soft Rock","Main Building","Permanent",1989
"Battle Ground","Captain Strong Primary",37.75,"Rock - Very Dense Soil/Soft Rock","Portable","Portable",1991
"Battle Ground","Captain Strong Primary",37.75,"Rock - Very Dense Soil/Soft Rock","Portable","Portable",1994
"Battle Ground","Casee",,"","Main Building","Permanent",1993
"Battle Ground","Chief Umtuch Middle",37.75,"Rock - Very Dense Soil/Soft Rock","Main Building","Permanent",2008
"Battle Ground","Chief Umtuch Middle",37.75,"Rock - Very Dense Soil/Soft Rock","Long House","Portable",1994
"Battle Ground","Daybreak Middle",,"","200 Building","Permanent",2007
"Battle Ground","Daybreak Middle",,"","300 Building","Permanent",2007
"Battle Ground","Daybreak Middle",,"","Daybreak Middle Modular","Portable",2014
"Battle Ground","Daybreak Primary",38.27,"Very Dense Soil and Soft Rock","100 Building","Permanent",2007
"Battle Ground","Daybreak Primary",38.27,"Very Dense Soil and Soft Rock","Primary Modular","Portable",2008
"Battle Ground","Glenwood Heights Primary",42.45,"Firm Soil","Main Building","Permanent",1956
"Battle Ground","Glenwood Heights Primary",42.45,"Firm Soil","Cafeteria Building","Portable",2001
"Battle Ground","Glenwood Heights Primary",42.45,"Firm Soil","Child Care Building","Portable",1991
"Battle Ground","Glenwood Heights Primary",42.45,"Firm Soil","Modular Building","Portable",2008
"Battle Ground","Glenwood Heights Primary",42.45,"Firm Soil","Modular 2","Portable",2004
"Battle Ground","Glenwood Heights Primary",42.45,"Firm Soil","Portable 181/182","Portable",1999
"Battle Ground","Glenwood Heights Primary",42.45,"Firm Soil","Portable 182","Portable",1999
"Battle Ground","Homelink River",38.18,"Very Dense Soil and Soft Rock","Main Building","Permanent",1980
"Battle Ground","Homelink River",38.18,"Very Dense Soil and Soft Rock","Daycare Building","Portable",1993
"Battle Ground","Homelink River",38.18,"Very Dense Soil and Soft Rock","Modular Cafeteria","Portable",2006
"Battle Ground","Homelink River",38.18,"Very Dense Soil and Soft Rock","Portable 1","Portable",1995
"Battle Ground","Homelink River",38.18,"Very Dense Soil and Soft Rock","Portable 2","Portable",1999
"Battle Ground","Homelink River",38.18,"Very Dense Soil and Soft Rock","Portable 2B","Portable",1999
"Battle Ground","Homelink River",38.18,"Very Dense Soil and Soft Rock","Portable 3","Portable",1995
"Battle Ground","Laurin Middle",42.45,"Firm Soil","Building A","Permanent",1965
"Battle Ground","Laurin Middle",42.45,"Firm Soil","Building B","Permanent",1968
"Battle Ground","Laurin Middle",42.45,"Firm Soil","Building C","Permanent",1979
"Battle Ground","Laurin Middle",42.45,"Firm Soil","Cafeteria","Permanent",2008
"Battle Ground","Laurin Middle",42.45,"Firm Soil","Gym Building","Permanent",1965
"Battle Ground","Laurin Middle",42.45,"Firm Soil","Main Building","Permanent",1965
"Battle Ground","Laurin Middle",42.45,"Firm Soil","Wood Shop Building","Permanent",1979
"Battle Ground","Laurin Middle",42.45,"Firm Soil","Modular located at Glenwood","Portable",2008
"Battle Ground","Laurin Middle",42.45,"Firm Soil","Portable A","Portable",2006
"Battle Ground","Laurin Middle",42.45,"Firm Soil","Portable B","Portable",2006
"Battle Ground","Maple Grove K-8",38.18,"Very Dense Soil and Soft Rock","Gym","Permanent",1990
"Battle Ground","Maple Grove K-8",38.18,"Very Dense Soil and Soft Rock","Main Building","Permanent",1990
"Battle Ground","Maple Grove K-8",38.18,"Very Dense Soil and Soft Rock","Maple Grove K-8 10 plex modular","Portable",2002
"Battle Ground","Maple Grove K-8",38.18,"Very Dense Soil and Soft Rock","Maple Grove K-8 Four-plex","Portable",2004
"Battle Ground","Maple Grove K-8",38.18,"Very Dense Soil and Soft Rock","Portable 4 - Childcare","Portable",1990
"Battle Ground","Pleasant Valley Middle",39.02,"Very Dense Soil and Soft Rock","Field House","Permanent",1975
"Battle Ground","Pleasant Valley Middle",39.02,"Very Dense Soil and Soft Rock","Middle School Main Building","Permanent",1975
"Battle Ground","Pleasant Valley Middle",39.02,"Very Dense Soil and Soft Rock","Pleasant Valley 10-plex","Portable",2013
"Battle Ground","Pleasant Valley Middle",39.02,"Very Dense Soil and Soft Rock","Portable P1A","Portable",1995
"Battle Ground","Pleasant Valley Middle",39.02,"Very Dense Soil and Soft Rock","Portable P1B","Portable",1995
"Battle Ground","Pleasant Valley Primary",39,"Very Dense Soil and Soft Rock","Building 500","Permanent",1990
"Battle Ground","Pleasant Valley Primary",39,"Very Dense Soil and Soft Rock","Primary Main Building","Permanent",1975
"Battle Ground","Pleasant Valley Primary",39,"Very Dense Soil and Soft Rock","Portable P1 and P2","Portable",1996
"Battle Ground","Pleasant Valley Primary",39,"Very Dense Soil and Soft Rock","Portable P3 and P4","Portable",1995
"Battle Ground","Prairie High",42.24,"Firm Soil","400 Building","Permanent",1995
"Battle Ground","Prairie High",42.24,"Firm Soil","500 Building","Permanent",1979
"Battle Ground","Prairie High",42.24,"Firm Soil","600 Building","Permanent",1979
"Battle Ground","Prairie High",42.24,"Firm Soil","700 Building","Permanent",1979
"Battle Ground","Prairie High",42.24,"Firm Soil","800 Building","Permanent",1979
"Battle Ground","Prairie High",42.24,"Firm Soil","900 Building","Permanent",1979
"Battle Ground","Prairie High",42.24,"Firm Soil","Admin, 300 bldg, gyms, commons, auditorium","Permanent",1979
"Battle Ground","Prairie High",42.24,"Firm Soil","Child Care Center","Permanent",1990
"Battle Ground","Prairie High",42.24,"Firm Soil","Field House","Permanent",1979
"Battle Ground","Prairie High",42.24,"Firm Soil","Horticulture Storage","Permanent",1979
"Battle Ground","Prairie High",42.24,"Firm Soil","Large Greenhouse","Permanent",1979
"Battle Ground","Prairie High",42.24,"Firm Soil","Pump House","Permanent",1979
"Battle Ground","Prairie High",42.24,"Firm Soil","Small Greenhouse","Permanent",1979
"Battle Ground","Summit View High",42.31,"Firm Soil","Main Building","Permanent",1992
"Battle Ground","Tukes Valley Middle",,"","200 Building-Middle School","Permanent",2008
"Battle Ground","Tukes Valley Middle",,"","300 Building-Commons","Permanent",2008
"Battle Ground","Tukes Valley Middle",,"","Middle School Modular","Portable",2013
"Battle Ground","Tukes Valley Primary",37.26,"Rock - Very Dense Soil/Soft Rock","100 Building-Primary School","Permanent",2008
"Battle Ground","Tukes Valley Primary",37.26,"Rock - Very Dense Soil/Soft Rock","Primary Modular","Portable",2012
"Battle Ground","Yacolt Primary",36.94,"Very Dense Soil and Soft Rock","Covered Play","Permanent",1953
"Battle Ground","Yacolt Primary",36.94,"Very Dense Soil and Soft Rock","Gym Building","Permanent",1996
"Battle Ground","Yacolt Primary",36.94,"Very Dense Soil and Soft Rock","Main Building","Permanent",1953
"Battle Ground","Yacolt Primary",36.94,"Very Dense Soil and Soft Rock","Portable A","Portable",1994
"Battle Ground","Yacolt Primary",36.94,"Very Dense Soil and Soft Rock","Portable B","Portable",1995
"Battle Ground","Yacolt Primary",36.94,"Very Dense Soil and Soft Rock","Portable C","Portable",1985
"Battle Ground","Yacolt Primary",36.94,"Very Dense Soil and Soft Rock","Portable D","Portable",2000
"Battle Ground","Yacolt Primary",36.94,"Very Dense Soil and Soft Rock","Portable E","Portable",2004
"Battle Ground","Yacolt Primary",36.94,"Very Dense Soil and Soft Rock","Portable F","Portable",2004
"Battle Ground","Yacolt Primary",36.94,"Very Dense Soil and Soft Rock","Portable G","Portable",2004
"Bellevue","Ardmore Elementary",51.63,"Very Dense Soil and Soft Rock","Main Building","Permanent",2010
"Bellevue","Bellevue High",54.45,"Very Dense Soil and Soft Rock","Visitor Grandstands","Permanent",1989
"Bellevue","Bellevue High",54.45,"Very Dense Soil and Soft Rock","Home Grandstands","Permanent",1955
"Bellevue","Bellevue High",54.45,"Very Dense Soil and Soft Rock","Main Building","Permanent",2012
"Bellevue","Bennett Elementary",52.47,"Very Dense Soil/Soft Rock - Firm Soil","Boiler Building","Permanent",1971
"Bellevue","Bennett Elementary",52.47,"Very Dense Soil/Soft Rock - Firm Soil","Gym Building","Permanent",1971
"Bellevue","Bennett Elementary",52.47,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1971
"Bellevue","Bennett Elementary",52.47,"Very Dense Soil/Soft Rock - Firm Soil","Music Portable","Portable",1985
"Bellevue","Bennett Elementary",52.47,"Very Dense Soil/Soft Rock - Firm Soil","Orchestra Portable","Portable",1985
"Bellevue","Cherry Crest Elementary",52.13,"Very Dense Soil and Soft Rock","Main Building","Permanent",2012
"Bellevue","Chinook Middle",53.1,"Very Dense Soil and Soft Rock","Main Building - 100-200 Wing - Gyms and Administration","Permanent",2014
"Bellevue","Clyde Hill Elementary",52.96,"Very Dense Soil and Soft Rock","100 Building","Permanent",1952
"Bellevue","Clyde Hill Elementary",52.96,"Very Dense Soil and Soft Rock","100 Building Annex","Permanent",2000
"Bellevue","Clyde Hill Elementary",52.96,"Very Dense Soil and Soft Rock","200 Building","Permanent",1952
"Bellevue","Clyde Hill Elementary",52.96,"Very Dense Soil and Soft Rock","300 Building","Permanent",1952
"Bellevue","Clyde Hill Elementary",52.96,"Very Dense Soil and Soft Rock","400/500 Building","Permanent",1952
"Bellevue","Clyde Hill Elementary",52.96,"Very Dense Soil and Soft Rock","600 Building","Permanent",2008
"Bellevue","Clyde Hill Elementary",52.96,"Very Dense Soil and Soft Rock","Early Childhood Center","Permanent",1995
"Bellevue","Eastgate Elementary",55.54,"Very Dense Soil and Soft Rock","ECC Building","Portable",1994
"Bellevue","Eastgate Elementary",55.54,"Very Dense Soil and Soft Rock","Main Building","Permanent",2009
"Bellevue","Enatai Elementary",55.6,"Very Dense Soil and Soft Rock","100 Building","Permanent",1953
"Bellevue","Enatai Elementary",55.6,"Very Dense Soil and Soft Rock","400 Building","Permanent",1953
"Bellevue","Enatai Elementary",55.6,"Very Dense Soil and Soft Rock","Building 200","Permanent",1953
"Bellevue","Enatai Elementary",55.6,"Very Dense Soil and Soft Rock","Building 300","Permanent",1953
"Bellevue","Enatai Elementary",55.6,"Very Dense Soil and Soft Rock","Building 500","Permanent",1953
"Bellevue","Enatai Elementary",55.6,"Very Dense Soil and Soft Rock","Building 600","Permanent",1953
"Bellevue","Highland Middle",52.53,"Very Dense Soil and Soft Rock","100 Building","Permanent",1957
"Bellevue","Highland Middle",52.53,"Very Dense Soil and Soft Rock","200 Building","Permanent",1957
"Bellevue","Highland Middle",52.53,"Very Dense Soil and Soft Rock","300 Building","Permanent",1957
"Bellevue","Highland Middle",52.53,"Very Dense Soil and Soft Rock","400 Building","Permanent",1957
"Bellevue","Highland Middle",52.53,"Very Dense Soil and Soft Rock","500 Building","Permanent",1957
"Bellevue","Highland Middle",52.53,"Very Dense Soil and Soft Rock","600 Building","Permanent",1957
"Bellevue","Highland Middle",52.53,"Very Dense Soil and Soft Rock","700 Building","Permanent",1934
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Apartment Building","Permanent",1966
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Auxiliary Gym","Permanent",1985
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Concession Stand","Permanent",2008
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Custodial Storage Garage","Permanent",1978
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Greenhouse 1","Permanent",1978
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Greenhouse 2","Permanent",1978
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Greenhouse 3","Permanent",1978
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Greenhouse 4","Permanent",1978
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Home Team Stands and Press Box","Permanent",1990
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Horticulture Building","Permanent",1985
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Horticulture Storage","Permanent",1978
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Main Building","Permanent",2005
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","PE Storage Garage","Permanent",1978
"Bellevue","Interlake Senior High",52.13,"Very Dense Soil and Soft Rock","Transition Services Building","Permanent",1976
"Bellevue","International",54.1,"Very Dense Soil and Soft Rock","Field House","Permanent",1964
"Bellevue","International",54.1,"Very Dense Soil and Soft Rock","Main Building","Permanent",1964
"Bellevue","International",54.1,"Very Dense Soil and Soft Rock","Portable 1","Portable",1985
"Bellevue","International",54.1,"Very Dense Soil and Soft Rock","Portable 2","Portable",1985
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable M","Portable",1985
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable I","Portable",1987
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Covered Play","Permanent",2001
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable C","Portable",1985
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable F","Portable",1987
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Building 300","Permanent",1964
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable H","Portable",1987
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable G","Portable",1986
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Building 100","Permanent",1964
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable L","Portable",1986
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Building 200","Permanent",1964
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable K","Portable",1987
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable E","Portable",1986
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable J","Portable",1987
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable B","Portable",1986
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable D","Portable",1987
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Portable A","Portable",1983
"Bellevue","Jing Mei Elementary ",53.51,"Very Dense Soil/Soft Rock - Firm Soil","Building 400","Permanent",1964
"Bellevue","Lake Hills Elementary",53.92,"Very Dense Soil and Soft Rock","Main Building","Permanent",2005
